date,pressure,maxtemp,meantemp,mintemp,dewpointtemp,relhum,cloudpct,rainfall,reducedvis,sunshine,radiation,evaporation,winddir,windspeed
2000-01-01,1017.1,22.7,19.2,17.2,13.3,69,6,,,9.8,13.83,2.1,040,12.6
2000-01-02,1017.2,23.6,20.4,17.8,13.1,64,2,,,9.3,13.23,3.0,010,9.4
2000-01-03,1016.8,20.5,19.2,18.2,12.8,67,10,,,9.0,13.50,3.0,040,25.6
2000-01-04,1016.1,20.5,18.9,17.5,14.0,74,60,,,3.9,9.27,2.4,040,24.8
2000-01-05,1013.9,23.2,20.6,18.3,15.8,75,40,,,6.7,12.81,2.1,030,15.5
2000-01-06,1013.7,23.4,21.2,19.2,18.5,85,48,,,7.2,12.79,2.5,020,7.8
2000-01-07,1016.8,20.8,18.9,17.9,15.5,81,88,,,0.6,6.63,2.4,070,33.3
2000-01-08,1016.0,20.2,18.5,16.8,14.3,77,46,,,8.3,14.77,2.5,060,25.2
2000-01-09,1015.0,22.8,19.9,18.3,16.7,82,71,,,2.6,8.81,1.5,030,9.5
2000-01-10,1015.5,22.1,20.1,18.7,16.7,81,78,0,,5.9,12.69,3.3,050,22.3
2000-01-11,1015.1,20.3,19.3,18.2,16.3,83,94,0,,2.2,8.67,2.2,040,27.0
2000-01-12,1013.1,24.0,21.6,19.9,19.1,86,59,0,,3.9,10.31,2.0,030,11.1
2000-01-13,1013.0,21.0,19.5,18.4,17.1,86,90,0,,,5.12,1.8,030,17.2
2000-01-14,1014.0,18.8,18.2,17.8,15.4,84,92,0,,,3.15,1.3,060,37.6
2000-01-15,1014.4,19.6,18.5,17.3,15.5,83,82,,,3.6,11.64,2.5,060,32.4
2000-01-16,1016.0,21.1,19.2,17.8,16.4,84,74,,,4.7,11.08,2.7,030,20.4
2000-01-17,1018.3,19.2,17.2,14.9,12.5,74,89,,,0.1,5.26,2.5,010,21.4
2000-01-18,1021.2,15.2,13.3,11.9,7.4,68,95,,,,3.08,2.0,010,28.8
2000-01-19,1023.3,15.2,12.7,9.9,4.6,58,54,,,6.7,12.09,3.5,010,26.2
2000-01-20,1024.6,15.7,14.1,12.2,6.9,62,19,,,9.0,15.14,2.8,070,40.6
2000-01-21,1025.4,16.9,15.2,13.4,9.7,70,85,,,1.9,7.21,1.6,070,46.4
2000-01-22,1021.2,19.3,17.9,16.4,12.8,72,89,0,,0.1,4.59,1.2,060,31.1
2000-01-23,1017.8,19.6,18.6,17.2,17.6,95,100,32.6,,,3.33,2.8,040,23.3
2000-01-24,1018.6,18.6,18.3,17.7,17.6,96,100,30.8,,,2.04,0.7,050,26.0
2000-01-25,1024.0,17.8,12.9,10.5,10.2,84,100,6.8,,,3.28,0.4,010,39.1
2000-01-26,1028.0,11.9,9.8,8.2,4.3,69,73,0,,2.4,9.50,2.8,010,38.0
2000-01-27,1028.3,12.7,10.0,7.2,1.3,55,13,,,9.7,16.45,3.0,010,30.1
2000-01-28,1026.6,15.4,12.3,9.7,4.7,60,55,,,6.3,12.38,1.7,040,27.8
2000-01-29,1026.6,18.1,15.1,12.9,8.5,65,40,,,7.6,14.32,3.0,060,24.3
2000-01-30,1028.4,17.3,14.4,11.5,5.1,54,40,,,9.2,16.10,3.9,010,31.6
2000-01-31,1028.4,14.0,12.0,10.9,4.8,62,88,0.1,,,5.37,2.9,010,29.8
2000-02-01,1026.7,12.9,10.8,8.5,6.8,77,85,4.8,,1.3,8.84,3.0,010,28.3
2000-02-02,1023.9,15.3,12.8,9.7,10.0,83,88,1.6,,0.1,5.54,0.5,360,18.5
2000-02-03,1020.9,18.7,15.7,13.3,12.8,83,88,0.6,,1.3,8.21,1.5,020,18.0
2000-02-04,1019.3,18.3,16.2,15.0,13.5,84,86,0,,2.9,9.99,1.5,060,30.0
2000-02-05,1018.3,20.6,17.0,14.9,14.0,83,28,,,9.1,16.12,3.0,060,16.7
2000-02-06,1016.7,18.3,16.2,13.8,11.1,72,13,,,10.3,17.45,3.4,360,16.8
2000-02-07,1017.0,19.5,16.4,14.3,10.5,69,54,,,8.3,15.45,3.5,030,17.0
2000-02-08,1018.8,17.3,14.6,12.3,7.0,61,28,,,8.0,14.48,2.9,010,27.0
2000-02-09,1019.0,16.7,14.7,13.3,8.5,67,27,,,9.6,17.17,3.1,070,33.8
2000-02-10,1016.9,17.3,15.6,13.8,11.7,78,82,,,3.9,11.77,2.3,050,23.3
2000-02-11,1015.2,21.0,18.1,16.2,13.7,76,31,,,10.0,17.46,3.3,040,15.7
2000-02-12,1014.9,19.3,17.2,15.3,14.0,82,41,,,8.2,16.91,2.9,060,19.3
2000-02-13,1013.7,20.4,18.0,16.5,14.6,81,39,,,8.7,17.55,3.6,040,24.0
2000-02-14,1014.5,21.6,19.0,16.4,15.8,82,16,,,9.1,15.68,2.9,030,11.8
2000-02-15,1019.3,19.4,16.5,15.2,12.3,76,57,,,1.7,7.56,2.2,070,33.5
2000-02-16,1018.8,17.7,15.8,14.7,9.9,68,64,,,6.7,16.16,3.6,070,34.5
2000-02-17,1018.4,16.9,15.7,15.1,12.4,81,88,0,,0.1,7.25,2.0,070,35.0
2000-02-18,1015.4,18.2,16.7,15.4,13.7,83,88,,,0.2,8.96,1.5,060,27.8
2000-02-19,1010.8,22.3,19.7,16.8,18.4,92,88,0,,,4.71,0.3,020,6.3
2000-02-20,1010.8,23.2,19.7,15.5,18.8,95,94,0.7,,,2.05,1.0,220,23.3
2000-02-21,1014.6,15.6,14.6,13.8,13.2,91,95,1.4,,,2.75,0.1,070,41.2
2000-02-22,1013.7,16.0,14.9,13.8,13.9,94,100,1.7,,,2.54,0.2,060,31.5
2000-02-23,1014.4,15.9,15.0,14.3,14.2,95,100,4.1,,,2.33,0.2,060,26.3
2000-02-24,1017.8,14.7,13.6,12.5,11.7,88,100,0.9,,,2.40,0.8,010,23.3
2000-02-25,1019.8,13.1,12.1,11.2,9.0,82,92,2.5,,,3.46,1.7,360,33.1
2000-02-26,1022.1,12.9,11.7,9.7,5.2,65,89,1.2,,0.2,6.07,1.1,010,35.2
2000-02-27,1021.5,13.1,12.2,11.3,6.2,67,93,0,,,3.48,0.6,020,22.5
2000-02-28,1021.0,14.0,12.2,11.1,10.6,90,95,2.7,,,3.09,0.7,010,21.8
2000-02-29,1022.5,14.3,12.6,11.2,10.0,84,95,5.4,,,4.46,0.6,010,25.0
2000-03-01,1021.3,14.4,12.8,11.0,11.6,93,98,12.8,,,3.66,1.0,020,22.1
2000-03-02,1019.2,16.7,14.9,13.2,13.7,93,95,14.6,,0.6,5.48,1.0,030,18.3
2000-03-03,1017.6,19.7,17.2,15.2,14.8,86,72,,,3.0,11.83,1.8,040,19.5
2000-03-04,1014.6,23.7,20.0,17.3,16.8,82,48,,,9.0,18.58,2.9,040,15.2
2000-03-05,1011.6,25.3,21.0,18.4,17.7,82,28,,,10.3,18.95,4.3,030,9.8
2000-03-06,1013.4,20.7,18.6,16.8,15.8,84,85,,,1.1,10.05,2.7,050,24.2
2000-03-07,1015.5,20.2,18.1,16.5,13.4,75,58,,,7.7,18.21,4.4,070,30.9
2000-03-08,1017.0,18.4,16.9,15.8,12.8,77,70,,,4.4,15.09,3.8,060,34.0
2000-03-09,1018.6,17.9,16.2,14.8,11.9,76,58,,,8.2,17.55,3.6,050,39.5
2000-03-10,1016.5,18.3,16.5,15.0,13.2,81,78,0,,4.7,13.57,2.5,050,32.4
2000-03-11,1011.9,19.2,17.9,16.2,16.0,89,87,9.8,,,3.82,0.9,040,19.5
2000-03-12,1011.9,19.0,17.4,15.4,16.2,93,95,2.1,,0.1,4.16,1.6,050,25.7
2000-03-13,1014.5,17.9,16.9,15.0,14.5,86,92,1.3,,,6.92,1.6,040,26.0
2000-03-14,1015.1,19.1,18.0,16.6,15.6,86,89,0,,1.0,11.75,2.3,040,25.8
2000-03-15,1012.7,22.9,19.9,17.4,17.7,87,57,,,5.7,14.82,2.9,040,19.0
2000-03-16,1011.7,22.9,20.2,17.9,17.9,87,85,0.3,,0.1,4.33,1.9,030,14.2
2000-03-17,1013.9,18.1,17.1,15.9,11.4,70,96,0,,0.1,8.22,3.3,060,39.7
2000-03-18,1012.8,19.8,18.0,15.7,14.2,79,89,0,,0.2,8.17,1.5,040,24.3
2000-03-19,1013.0,24.6,21.0,19.3,17.9,83,89,0,,1.3,9.80,2.7,070,16.7
2000-03-20,1014.9,21.2,19.3,18.3,14.2,73,74,0,,5.8,16.59,4.4,050,34.9
2000-03-21,1014.4,22.8,20.6,17.9,14.8,70,58,,,6.7,17.19,3.4,040,20.4
2000-03-22,1013.9,25.1,22.4,20.3,19.4,83,21,,,9.2,17.82,3.4,110,8.0
2000-03-23,1015.9,25.1,22.2,20.2,18.7,81,52,,,5.7,16.33,4.3,030,14.8
2000-03-24,1018.9,22.4,20.2,19.0,14.8,71,67,,,5.3,16.45,4.6,080,30.5
2000-03-25,1020.1,21.8,19.7,18.0,10.8,57,61,,,7.6,19.08,5.0,070,33.8
2000-03-26,1019.9,22.4,20.2,18.5,13.7,66,73,,,2.1,11.35,3.2,050,15.0
2000-03-27,1016.3,23.9,20.9,18.4,15.4,71,17,,,7.9,16.93,4.3,020,10.7
2000-03-28,1014.5,27.7,22.9,19.4,16.3,68,22,,,9.9,20.40,4.0,280,6.4
2000-03-29,1017.0,25.3,22.6,20.1,16.0,67,20,,,9.9,21.25,5.7,060,16.6
2000-03-30,1014.8,24.6,21.5,19.2,14.8,67,56,,,6.7,18.42,3.8,040,20.6
2000-03-31,1009.6,24.8,22.8,21.1,20.1,85,86,0,,2.8,10.84,1.5,030,14.2
2000-04-01,1007.1,27.0,24.1,21.6,21.7,87,86,1.5,,2.7,9.98,2.8,140,13.4
2000-04-02,1009.5,22.7,21.3,20.7,19.6,90,92,47.9,,,4.93,2.0,030,18.4
2000-04-03,1009.2,24.8,22.4,20.8,21.5,95,93,124.2,,,3.06,2.3,060,24.5
2000-04-04,1010.1,21.8,21.0,20.2,19.8,93,92,0.3,,,2.42,0.7,050,12.8
2000-04-05,1012.4,23.6,21.9,19.7,18.5,81,86,2.3,,1.3,8.31,1.1,020,19.8
2000-04-06,1015.4,20.7,20.1,19.2,15.6,76,89,0,,0.1,7.22,2.5,080,44.7
2000-04-07,1015.9,21.8,20.7,19.1,16.8,79,95,0,,0.4,7.74,1.8,070,30.8
2000-04-08,1014.6,21.5,21.1,20.5,18.3,84,92,0,,,6.35,1.7,080,34.8
2000-04-09,1013.0,24.4,22.0,19.9,19.1,84,77,0,,4.4,15.93,2.8,040,20.3
2000-04-10,1013.8,26.0,23.2,21.8,20.7,86,91,0.3,,0.7,5.24,1.7,020,15.4
2000-04-11,1015.4,22.3,21.2,20.7,17.4,79,86,0,,2.7,11.21,2.8,070,38.3
2000-04-12,1012.1,24.2,22.0,20.1,19.2,84,90,0.8,,1.7,13.07,2.5,050,14.5
2000-04-13,1008.9,23.9,23.1,22.3,21.9,93,88,16.8,,,5.24,2.5,030,12.1
2000-04-14,1006.7,26.3,24.4,21.7,22.7,91,91,60.8,,,4.48,3.0,230,28.8
2000-04-15,1012.1,24.9,22.2,20.7,17.0,73,83,2.1,,3.3,13.81,4.5,010,29.0
2000-04-16,1015.1,24.6,21.3,19.0,13.5,62,49,,,10.0,24.17,5.5,090,21.9
2000-04-17,1015.3,24.3,21.7,20.0,16.8,74,76,,,7.5,19.99,4.4,070,32.2
2000-04-18,1013.7,25.4,23.1,21.2,19.6,81,76,,,7.6,21.98,4.6,050,23.5
2000-04-19,1010.9,28.2,25.1,22.8,22.3,85,65,0,,6.7,16.93,3.3,020,9.1
2000-04-20,1009.0,28.8,26.3,24.7,22.8,81,67,,,10.0,22.20,5.2,230,8.5
2000-04-21,1009.7,26.8,25.8,24.9,24.0,90,85,0.7,,0.2,6.31,0.9,240,7.3
2000-04-22,1009.4,28.8,26.4,24.2,23.6,85,86,16.5,,5.8,16.09,2.5,210,10.1
2000-04-23,1009.2,25.8,23.4,22.7,22.9,97,96,172.5,,,2.64,0.8,070,19.1
2000-04-24,1008.5,22.8,22.4,21.9,21.2,93,96,1.0,,,7.01,1.4,060,28.8
2000-04-25,1006.3,30.2,26.3,22.4,23.5,85,85,0.1,,5.8,14.29,2.7,220,19.9
2000-04-26,1006.7,29.8,26.8,23.8,24.2,86,89,33.3,,0.4,6.16,4.8,220,25.5
2000-04-27,1010.1,25.9,23.6,21.0,21.3,87,88,1.9,,0.9,7.65,2.2,060,24.4
2000-04-28,1010.9,21.9,20.7,19.9,19.7,94,92,54.2,,,2.75,3.0,070,38.4
2000-04-29,1011.7,24.6,22.6,20.9,21.7,95,91,9.9,,0.5,8.30,1.0,030,17.6
2000-04-30,1010.1,29.1,26.3,23.3,24.1,89,87,0.6,,4.6,15.14,2.9,030,10.1
2000-05-01,1008.5,30.6,27.6,25.8,24.9,85,82,10.0,,7.9,19.21,5.8,230,20.2
2000-05-02,1010.1,27.5,24.9,23.9,23.9,94,94,69.1,,,1.95,3.3,090,16.9
2000-05-03,1012.4,24.3,22.3,20.6,19.9,87,92,5.1,,0.2,9.21,2.2,060,30.0
2000-05-04,1012.8,25.3,22.7,20.9,18.9,80,60,,,4.3,15.16,3.5,060,23.2
2000-05-05,1013.0,27.8,24.5,22.3,21.1,81,49,,,6.8,17.55,3.5,080,18.3
2000-05-06,1012.8,29.1,25.6,23.4,22.5,83,43,,,10.0,20.99,4.2,040,11.5
2000-05-07,1012.3,27.5,25.5,24.5,22.1,82,70,,,6.8,20.39,4.9,090,19.8
2000-05-08,1011.2,25.7,24.4,23.6,21.0,81,85,,,1.9,12.14,3.2,080,28.1
2000-05-09,1008.1,26.9,24.8,23.4,21.5,82,90,,,3.8,18.01,3.8,070,24.1
2000-05-10,1006.7,24.9,23.5,22.4,22.7,95,95,50.7,,,2.30,2.0,020,17.2
2000-05-11,1007.0,26.9,24.2,22.8,20.9,82,88,0.6,,3.5,16.85,3.4,070,31.5
2000-05-12,1006.8,27.4,25.2,23.9,21.9,82,89,0,,3.1,13.75,3.2,120,23.7
2000-05-13,1007.1,29.6,26.2,24.2,22.2,79,78,,,6.2,21.36,4.8,120,17.2
2000-05-14,1007.9,28.1,26.5,25.2,22.6,79,88,,,3.5,14.43,4.5,110,22.3
2000-05-15,1007.3,30.3,27.4,25.7,23.0,78,56,,,9.5,23.45,5.4,120,23.4
2000-05-16,1006.0,31.6,28.0,25.7,22.1,71,5,,,11.7,24.52,5.8,100,8.5
2000-05-17,1006.5,29.3,26.9,25.7,22.9,79,62,0,,6.0,17.72,3.9,090,18.6
2000-05-18,1007.0,28.4,26.2,24.8,22.5,80,80,0.3,,5.0,18.61,4.8,090,21.5
2000-05-19,1007.6,25.8,23.4,21.8,19.8,80,93,1.3,,,4.09,2.2,010,26.4
2000-05-20,1008.1,27.6,25.2,22.6,17.3,63,88,0,,0.9,15.64,3.8,070,27.3
2000-05-21,1009.2,26.6,25.6,24.8,16.2,56,88,,,0.1,7.92,3.6,050,24.4
2000-05-22,1010.8,28.5,26.0,24.3,20.2,71,83,0,,4.1,19.80,4.5,080,26.2
2000-05-23,1010.3,28.0,25.7,24.5,21.6,78,86,,,1.3,16.73,4.1,080,29.9
2000-05-24,1008.1,26.0,25.2,24.3,23.2,89,92,29.4,,,5.37,3.3,080,35.0
2000-05-25,1005.0,30.1,27.3,24.9,24.5,85,82,36.9,,5.4,14.92,3.5,200,14.4
2000-05-26,1004.7,30.2,28.5,27.2,24.8,80,81,0,,4.6,11.66,3.3,210,20.4
2000-05-27,1006.2,31.1,29.0,27.8,25.2,80,82,0.6,,4.1,13.96,3.8,220,18.3
2000-05-28,1008.1,31.3,29.2,27.7,25.3,80,82,0,,5.6,16.99,4.9,200,15.3
2000-05-29,1009.0,31.2,28.9,26.9,25.3,81,64,4.3,,9.2,18.52,5.2,130,16.1
2000-05-30,1008.2,31.2,28.9,27.5,25.5,82,61,0,,11.3,25.89,5.6,100,18.2
2000-05-31,1007.4,32.4,29.6,27.6,24.6,75,51,0,,11.7,24.30,6.3,140,14.1
2000-06-01,1008.6,32.1,29.4,28.0,25.2,78,75,0,,7.6,17.75,4.6,130,20.0
2000-06-02,1010.0,32.3,29.5,28.0,25.1,77,58,0,,11.1,24.42,6.0,120,17.1
2000-06-03,1009.2,32.2,29.6,27.7,24.5,74,34,,,10.6,21.88,5.8,110,11.1
2000-06-04,1007.5,32.8,29.5,27.2,24.5,75,16,,,12.3,26.03,7.0,240,20.8
2000-06-05,1006.2,34.2,30.4,28.3,25.1,74,18,,,12.0,24.81,6.9,240,29.9
2000-06-06,1007.3,32.7,29.9,28.5,25.2,76,71,,,9.7,22.88,6.3,230,28.6
2000-06-07,1007.9,32.5,29.9,27.7,24.7,74,69,1.3,,10.2,22.69,5.9,230,26.8
2000-06-08,1007.3,31.8,29.6,27.0,25.2,77,83,3.9,,7.5,19.77,5.4,230,28.0
2000-06-09,1006.3,30.5,29.4,26.5,25.4,79,87,9.8,,0.1,10.18,3.5,220,33.9
2000-06-10,1006.1,32.4,30.1,28.9,25.3,76,88,0,,7.4,21.38,6.1,220,33.5
2000-06-11,1004.5,31.5,29.6,28.9,25.1,77,88,0.2,,5.4,16.88,5.0,220,37.0
2000-06-12,1004.1,29.5,24.9,21.8,22.9,89,97,140.2,,,4.93,3.0,360,24.9
2000-06-13,1007.2,23.2,22.5,21.8,19.1,81,99,0.4,,,4.72,2.1,010,24.6
2000-06-14,1007.3,27.6,24.5,22.3,17.3,64,88,0,,3.2,18.96,4.0,070,31.3
2000-06-15,1005.4,29.5,25.9,24.2,18.8,66,69,,,5.7,21.29,5.2,060,21.1
2000-06-16,1005.1,30.7,26.9,24.2,21.7,74,67,,,10.8,20.06,5.1,100,14.3
2000-06-17,1005.8,27.2,25.7,24.8,23.6,89,94,57.2,,1.4,4.02,3.8,050,32.6
2000-06-18,1004.1,26.7,25.7,24.9,24.9,96,97,168.1,,,3.81,2.5,050,30.8
2000-06-19,1006.4,29.6,27.3,24.7,24.0,83,87,1.7,,3.8,16.64,4.0,230,18.3
2000-06-20,1008.1,28.0,26.5,24.6,24.6,89,92,31.4,,,5.97,3.8,200,12.0
2000-06-21,1009.2,30.9,28.4,25.9,24.8,81,79,2.6,,5.6,15.12,4.1,190,19.7
2000-06-22,1009.1,31.1,29.0,27.7,24.5,77,84,0,,7.8,17.22,4.0,200,24.1
2000-06-23,1007.7,29.7,28.2,25.5,24.5,81,85,22.8,,0.5,6.37,2.6,200,29.1
2000-06-24,1007.1,31.6,29.1,27.6,24.6,77,78,0.1,,9.7,19.97,4.6,190,24.7
2000-06-25,1007.8,31.8,28.9,26.1,24.9,79,76,3.4,,9.1,18.55,5.5,150,23.5
2000-06-26,1008.7,32.0,29.3,27.3,24.9,77,57,0.2,,11.8,21.64,5.1,150,18.3
2000-06-27,1009.3,32.0,29.4,27.7,25.2,79,56,,,10.2,20.97,4.8,130,11.4
2000-06-28,1008.1,32.3,29.5,27.5,24.3,74,53,,,9.8,19.60,5.3,230,6.7
2000-06-29,1006.3,33.0,29.8,27.7,24.5,74,31,,,12.1,24.92,6.2,230,15.8
2000-06-30,1006.6,33.5,30.0,27.9,24.3,72,36,,,11.7,25.02,6.0,230,9.9
2000-07-01,1006.7,33.1,30.1,27.9,24.2,72,58,,,11.5,26.17,6.9,080,10.3
2000-07-02,1005.7,31.7,28.5,26.2,25.7,85,85,14.8,,7.0,18.73,7.2,090,25.4
2000-07-03,1004.1,31.4,28.6,25.1,25.2,82,84,15.1,,8.6,21.93,5.8,090,23.1
2000-07-04,1002.0,33.0,29.7,27.6,23.9,72,63,,,9.7,20.35,5.3,050,17.5
2000-07-05,1001.7,30.5,29.1,27.3,24.8,78,85,0.2,,2.9,13.45,4.0,070,15.8
2000-07-06,1001.7,30.3,28.2,26.8,24.1,79,85,0.2,,,9.12,2.4,230,12.2
2000-07-07,1000.2,29.9,27.9,26.3,25.1,85,91,14.7,,2.8,10.57,3.9,120,12.7
2000-07-08,999.0,30.9,28.6,27.3,24.5,79,87,5.8,,3.8,13.69,3.7,240,16.3
2000-07-09,999.1,32.2,29.0,26.7,24.5,77,61,0,,7.1,19.73,5.6,210,17.3
2000-07-10,1002.6,32.0,29.2,26.7,24.9,78,53,11.6,,11.0,23.50,6.9,090,16.5
2000-07-11,1005.9,29.9,28.2,26.3,25.7,87,83,15.7,,5.5,12.75,3.3,110,37.7
2000-07-12,1008.3,30.9,28.3,26.6,25.4,84,81,21.3,,7.0,19.17,5.2,100,26.8
2000-07-13,1006.7,31.8,29.2,27.3,24.8,78,58,,,10.7,26.34,5.6,100,18.1
2000-07-14,1004.3,31.9,29.5,27.7,25.0,77,53,0.3,,10.7,22.41,5.7,090,18.5
2000-07-15,1002.2,31.9,29.5,27.8,24.6,75,69,2.1,,9.7,20.20,5.9,080,35.9
2000-07-16,1000.9,30.3,28.1,25.5,25.0,83,89,34.9,,7.9,17.68,4.7,090,46.4
2000-07-17,1000.1,28.7,27.2,25.6,24.6,86,92,53.8,,,4.43,1.7,170,51.5
2000-07-18,1000.3,28.4,27.2,24.5,24.5,86,91,50.7,,,2.48,3.1,210,38.5
2000-07-19,1002.6,28.9,27.8,25.7,25.0,85,93,13.8,,,3.66,2.6,190,26.5
2000-07-20,1006.6,28.3,26.6,25.1,24.6,89,93,10.3,,,5.19,1.9,110,22.9
2000-07-21,1009.0,28.6,26.6,25.5,25.2,92,89,33.6,,0.2,5.47,3.4,120,16.5
2000-07-22,1007.4,31.4,28.4,26.4,24.7,81,70,0.6,,9.9,19.68,4.4,120,8.8
2000-07-23,1004.7,31.9,28.8,26.5,24.1,76,31,,,11.7,26.33,6.7,230,10.1
2000-07-24,1004.2,32.6,29.5,27.2,23.9,73,41,,,12.1,25.56,6.2,240,17.2
2000-07-25,1003.7,32.6,29.9,28.0,24.5,73,37,0,,11.9,24.71,6.4,240,23.0
2000-07-26,1002.9,32.7,30.2,28.4,25.2,75,45,,,12.0,25.98,6.6,240,25.7
2000-07-27,1001.4,32.1,30.2,28.8,25.6,77,77,,,9.8,21.94,5.8,250,30.0
2000-07-28,1002.9,33.2,30.3,28.8,25.2,74,50,,,11.5,24.29,6.6,240,30.7
2000-07-29,1003.7,33.0,30.1,28.5,25.0,74,62,,,9.8,24.08,6.8,240,29.1
2000-07-30,1004.1,32.6,30.2,28.7,25.4,76,60,0,,10.6,22.16,6.8,250,30.1
2000-07-31,1004.4,32.1,29.7,26.3,25.8,80,85,4.5,,6.5,17.95,6.5,240,30.0
2000-08-01,1005.4,27.8,26.4,24.3,24.4,89,91,70.0,,,5.01,2.1,240,10.8
2000-08-02,1005.4,27.7,26.4,24.7,24.6,90,89,31.6,,,6.34,5.0,230,7.8
2000-08-03,1005.0,28.2,25.9,24.3,24.4,92,90,88.7,,,3.19,4.7,030,7.8
2000-08-04,1006.0,26.4,25.6,24.5,24.7,95,96,77.8,,,2.49,1.7,020,9.4
2000-08-05,1007.4,27.9,25.6,24.6,24.1,91,89,6.4,,0.5,6.74,1.9,030,9.9
2000-08-06,1008.2,29.9,26.5,24.1,24.1,87,82,26.6,,5.7,18.02,5.9,030,7.0
2000-08-07,1009.0,30.5,28.0,25.9,24.7,82,43,0,,8.7,19.73,4.2,030,7.5
2000-08-08,1009.6,31.4,28.7,26.7,24.2,77,44,,,7.0,13.45,3.5,240,7.0
2000-08-09,1008.1,32.1,29.2,26.8,24.7,77,23,,,11.9,24.89,6.0,240,14.5
2000-08-10,1005.0,32.8,29.8,27.6,25.2,77,24,,,11.1,23.90,5.9,250,23.4
2000-08-11,1003.1,33.3,30.1,28.4,25.8,78,45,,,10.9,23.03,6.1,240,28.8
2000-08-12,1005.1,32.7,30.0,28.4,25.5,77,68,0,,10.3,23.74,6.4,240,27.8
2000-08-13,1005.7,32.4,30.1,28.6,25.3,76,80,,,7.7,20.71,5.9,240,25.0
2000-08-14,1005.2,33.2,29.9,28.6,25.6,78,82,0.3,,7.6,20.91,5.2,240,18.3
2000-08-15,1005.1,31.1,29.5,28.0,25.7,80,84,3.5,,6.0,14.82,4.2,230,19.2
2000-08-16,1005.2,31.3,29.2,26.2,25.3,80,88,8.2,,3.6,11.77,3.5,230,22.9
2000-08-17,1007.3,32.1,29.6,28.1,24.9,76,76,,,10.1,19.37,4.9,200,11.0
2000-08-18,1008.6,32.1,29.3,28.0,25.5,80,58,0,,6.5,13.80,3.3,120,5.3
2000-08-19,1006.5,32.7,29.7,27.3,25.4,78,31,,,11.8,24.48,6.1,120,7.0
2000-08-20,1004.9,32.7,30.0,28.2,25.5,77,37,,,11.3,25.32,6.2,090,12.1
2000-08-21,1004.6,31.9,29.8,27.5,25.4,78,61,3.6,,11.6,24.19,6.3,090,29.3
2000-08-22,1003.9,32.3,30.0,28.2,24.4,72,47,,,10.8,23.95,5.9,070,21.9
2000-08-23,999.4,31.4,29.1,26.2,24.6,77,87,5.9,,1.6,10.30,3.7,270,35.1
2000-08-24,1001.4,29.3,28.0,24.9,25.2,85,91,153.2,,,3.21,0.7,240,37.7
2000-08-25,1004.2,29.9,28.6,25.8,25.1,82,87,25.4,,1.0,9.81,4.1,230,20.5
2000-08-26,1004.0,28.7,26.7,25.7,25.2,92,91,54.0,,,2.29,2.6,240,11.6
2000-08-27,1002.3,28.4,26.4,24.3,25.2,93,89,24.3,,,4.32,3.0,060,6.5
2000-08-28,1001.3,30.0,27.7,26.3,24.2,81,84,0,,3.1,11.65,3.7,360,28.2
2000-08-29,999.0,33.0,29.9,26.8,23.2,68,67,0.5,,9.4,20.58,6.2,010,18.1
2000-08-30,997.4,32.3,29.7,28.1,24.1,73,82,,,5.8,14.91,3.2,010,11.0
2000-08-31,996.7,30.8,28.5,26.9,25.1,82,90,20.7,,2.4,10.65,4.2,020,25.5
2000-09-01,998.9,30.3,28.0,24.6,25.2,85,96,50.8,,,5.39,4.7,220,42.4
2000-09-02,1004.9,29.2,27.1,24.7,25.4,91,92,93.9,,,4.55,2.7,200,20.0
2000-09-03,1007.0,29.2,27.8,26.6,25.4,87,77,0.3,,7.7,17.30,3.5,080,15.6
2000-09-04,1006.1,31.2,28.6,26.5,24.9,81,54,,,10.1,22.73,5.2,040,10.3
2000-09-05,1003.2,32.2,29.2,26.9,24.6,77,70,,,6.0,16.05,4.6,210,7.5
2000-09-06,1003.8,30.9,28.9,27.0,23.9,75,70,0,,9.6,19.56,5.5,070,24.8
2000-09-07,1005.7,30.8,28.6,27.1,22.1,68,64,0,,6.4,16.11,5.5,060,36.1
2000-09-08,1007.1,28.6,27.5,25.0,22.0,73,88,1.7,,1.7,9.01,4.5,070,61.4
2000-09-09,1008.6,29.1,27.5,25.6,22.0,72,77,0.8,,7.7,19.00,4.9,070,36.5
2000-09-10,1007.2,29.9,27.2,24.8,20.5,67,60,,,8.9,17.94,5.1,360,16.2
2000-09-11,1006.0,30.4,27.7,25.1,20.1,63,30,,,8.1,18.74,5.7,360,16.1
2000-09-12,1007.0,30.3,27.7,25.0,18.3,57,26,,,10.2,21.75,6.8,010,27.3
2000-09-13,1005.9,30.5,27.4,24.8,15.9,50,4,,,10.7,21.72,8.2,010,31.5
2000-09-14,1004.2,30.7,27.2,23.9,13.4,43,2,,,10.9,22.53,7.9,010,31.6
2000-09-15,1005.1,30.1,27.5,25.0,12.2,39,3,,,10.7,22.53,6.3,010,28.5
2000-09-16,1009.2,29.9,27.1,24.8,16.6,54,20,,,10.1,21.23,4.3,010,17.1
2000-09-17,1011.1,29.6,27.3,25.9,22.4,75,69,,,4.7,14.02,4.1,100,12.5
2000-09-18,1011.9,29.3,27.3,25.8,22.2,74,73,0,,6.9,19.56,5.1,090,25.8
2000-09-19,1012.9,28.9,27.2,25.8,20.7,68,78,,,7.4,18.85,5.2,080,31.8
